"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_id"
"ENSG00000231993",-0.0788600335586259,-0.302141374582404,-0.240759897458979,0.811928512487958,0.862283068949374,-7.19334771695312,"ENSG00000231993"
"ENSG00000267321",0.0579254240551805,2.92871143966471,0.240546883577685,0.812091588006437,0.862361898807747,-7.19340084811498,"ENSG00000267321"
"ENSG00000034510",-0.103517341272549,11.7815050423073,-0.24050112043148,0.812126623708402,0.862361898807747,-7.1934122565199,"ENSG00000034510"
"ENSG00000237436",-0.0783372481657258,1.67826729929954,-0.239931990163219,0.812562376387965,0.862758801408881,-7.19355395595473,"ENSG00000237436"
"ENSG00000180263",0.068391718978396,-0.0427614446439813,0.238732340886146,0.813481086748609,0.8636683969888,-7.19385154510669,"ENSG00000180263"
"ENSG00000100116",-0.0896167365831435,3.38129968746995,-0.238601118229386,0.813581595790938,0.863680082070947,-7.19388400660936,"ENSG00000100116"
"ENSG00000175509",0.0681205788165209,0.766254107885202,0.238555983776282,0.813616166955931,0.863680082070947,-7.19389516774304,"ENSG00000175509"
"ENSG00000164118",-0.0338796247215543,0.00814956598848521,-0.238057422170264,0.813998070763714,0.863943413105529,-7.19401831545109,"ENSG00000164118"
"ENSG00000010704",-0.0451522703908867,0.603842826417458,-0.237996842508734,0.814044478687066,0.863943413105529,-7.19403326152544,"ENSG00000010704"
"ENSG00000037042",0.0463230434106844,1.5041833648899,0.237989110770575,0.814050401746756,0.863943413105529,-7.19403516880971,"ENSG00000037042"
"ENSG00000137760",0.0415090154076047,0.0150445867963235,0.237698832585677,0.814272783633658,0.864113552385684,-7.19410673074396,"ENSG00000137760"
"ENSG00000185615",0.100099070004054,-0.394507999464617,0.237555471602202,0.814382618268438,0.864164238683933,-7.19414204130031,"ENSG00000185615"
"ENSG00000165516",-0.0565879719832241,1.84770185447047,-0.237316738808849,0.814565529743837,0.864251664401456,-7.19420079539338,"ENSG00000165516"
"ENSG00000112306",-0.0808661623600504,10.4521944744278,-0.237285892915294,0.814589163933048,0.864251664401456,-7.19420838253223,"ENSG00000112306"
"ENSG00000174197",-0.0357137052076106,0.149801696192044,-0.236269022796825,0.815368392762689,0.865012479161941,-7.19445795184691,"ENSG00000174197"
"ENSG00000173715",0.0320118695929853,1.17500382083867,0.23512828214922,0.816242775890778,0.865812063241638,-7.19473665331726,"ENSG00000173715"
"ENSG00000196323",0.032614367869785,1.04877299537922,0.235123465775328,0.816246468183199,0.865812063241638,-7.19473782719023,"ENSG00000196323"
"ENSG00000196968",0.038452269260741,0.778886891871123,0.234835810791193,0.816466995987031,0.865980002905032,-7.19480789264658,"ENSG00000196968"
"ENSG00000163660",-0.0374896059709679,2.64398327492061,-0.234614749226942,0.816636481164373,0.866093783101272,-7.19486167963711,"ENSG00000163660"
"ENSG00000011478",-0.051144609882988,3.030063739009,-0.234402532766648,0.816799193527115,0.866200363519538,-7.19491326708356,"ENSG00000011478"
"ENSG00000178796",0.0897405656945517,-1.18868349016642,0.234131854960081,0.817006742096437,0.866290897448402,-7.19497899841608,"ENSG00000178796"
"ENSG00000198719",0.0585723396620871,2.32289962284209,0.234128893000942,0.817009013324057,0.866290897448402,-7.19497971727949,"ENSG00000198719"
"ENSG00000177873",-0.0501351746376472,-0.3388072339787,-0.233526425389247,0.817471019041305,0.866714761030619,-7.19512574721478,"ENSG00000177873"
"ENSG00000237214",0.100955664202778,0.107337136193795,0.233436668487111,0.817539855434296,0.866721738300051,-7.19514747101828,"ENSG00000237214"
"ENSG00000169504",0.05574706226809,3.68105835974252,0.233287210690523,0.817654480991652,0.866777254577459,-7.19518362574923,"ENSG00000169504"
"ENSG00000203993",-0.0554293985636929,2.87154282472666,-0.232988124805961,0.817883875213767,0.866954416836156,-7.19525590721131,"ENSG00000203993"
"ENSG00000175445",-0.0633707542867906,0.0332556757661369,-0.232764307919574,0.818055550183164,0.867070374545109,-7.1953099377026,"ENSG00000175445"
"ENSG00000171606",-0.042183727515105,0.47773538505569,-0.232079393609957,0.818580960021919,0.867561215394729,-7.19547495832803,"ENSG00000171606"
"ENSG00000168701",0.0685357020071097,4.98355643219356,0.231786167894898,0.818805925258128,0.867707575990793,-7.19554545906142,"ENSG00000168701"
"ENSG00000198369",0.0634335574964061,2.1928940128827,0.231736920030689,0.818843710197317,0.867707575990793,-7.19555729110509,"ENSG00000198369"
"ENSG00000008517",-0.101611733544565,6.5426857559918,-0.231628035090589,0.818927252691123,0.867723442466042,-7.19558344237029,"ENSG00000008517"
"ENSG00000225630",-0.0966496582587429,4.17757117172168,-0.231554937800744,0.818983338170076,0.867723442466042,-7.19560099153233,"ENSG00000225630"
"ENSG00000131378",0.058574538481049,1.96880593619128,0.231399897191054,0.819102299710117,0.867783442398923,-7.19563819536135,"ENSG00000131378"
"ENSG00000169692",0.0774733171433446,7.29342598388955,0.231089895457972,0.81934017513546,0.867908860093007,-7.19571250957919,"ENSG00000169692"
"ENSG00000155090",0.0428940713806351,2.86849753559386,0.231071235960291,0.819354493802761,0.867908860093007,-7.19571697950669,"ENSG00000155090"
"ENSG00000171735",0.0333865584809538,2.03554080367499,0.231001895171901,0.819407704141825,0.867908860093007,-7.19573358711138,"ENSG00000171735"
"ENSG00000278978",-0.0651031193192298,1.12034388100244,-0.230147551635733,0.820063378228236,0.868494724550291,-7.19593780128178,"ENSG00000278978"
"ENSG00000114850",0.0357057230269342,4.68720063623992,0.230118606680439,0.820085594665861,0.868494724550291,-7.1959447068199,"ENSG00000114850"
"ENSG00000145817",0.0349644929184936,2.81907218686447,0.229696093978214,0.820409907999845,0.868706949104451,-7.19604540931633,"ENSG00000145817"
"ENSG00000042753",-0.0862541247705794,6.12469615924315,-0.229694949798212,0.820410786296892,0.868706949104451,-7.19604568177233,"ENSG00000042753"
"ENSG00000115963",0.035114297441464,2.81307788495712,0.22915353116766,0.820826417788711,0.86908094824355,-7.19617445465516,"ENSG00000115963"
"ENSG00000106404",0.0991236082390447,3.22771947337209,0.228529749374123,0.8213053437304,0.869521900791987,-7.19632244209291,"ENSG00000106404"
"ENSG00000263934",0.138718541901815,0.26345157078715,0.228080682738457,0.821650171279024,0.869820826138436,-7.19642873113442,"ENSG00000263934"
"ENSG00000188994",-0.0457300051250531,0.485516631381191,-0.227854027966569,0.821824228049513,0.869938937264699,-7.19648229875919,"ENSG00000188994"
"ENSG00000162542",0.0292337736730267,2.96487488880149,0.227634341484288,0.821992942547774,0.869981238983701,-7.19653416890493,"ENSG00000162542"
"ENSG00000269973",-0.0619147466303699,-0.0610692449087572,-0.227621933727882,0.822002471700521,0.869981238983701,-7.19653709701277,"ENSG00000269973"
"ENSG00000177854",0.0551705190320513,2.97318944554804,0.227557888108909,0.822051659160364,0.869981238983701,-7.19655220861921,"ENSG00000177854"
"ENSG00000177548",-0.0591993309695526,3.91672842763685,-0.227405205332138,0.822168923558042,0.870039202932127,-7.1965882171483,"ENSG00000177548"
"ENSG00000037749",-0.0773246954385394,-0.143259057221779,-0.227008025795306,0.822473987782823,0.870295877321005,-7.19668177482398,"ENSG00000037749"
"ENSG00000264281",0.0533755463714607,3.0500664619844,0.226718345617361,0.822696502369674,0.870443126661133,-7.19674990780955,"ENSG00000264281"
"ENSG00000225573",0.103674889379528,-0.132271225402007,0.226664074754779,0.822738191620015,0.870443126661133,-7.19676266272358,"ENSG00000225573"
"ENSG00000139233",-0.0416831652266957,0.98006069115006,-0.226368282657878,0.822965419636939,0.870617368707102,-7.19683212731142,"ENSG00000139233"
"ENSG00000099219",0.0429077985470563,2.52526128610659,0.226004319270265,0.823245038719631,0.870807438383241,-7.1969174775162,"ENSG00000099219"
"ENSG00000145284",-0.0775522602582431,0.138901564053971,-0.225899302792206,0.823325723301677,0.870807438383241,-7.19694207869435,"ENSG00000145284"
"ENSG00000090104",0.0541555020895711,2.97956872066633,0.225890179070841,0.82333273318766,0.870807438383241,-7.19694421548152,"ENSG00000090104"
"ENSG00000134419",-0.0967043308077819,2.45474084444876,-0.225740179364078,0.823447982272027,0.870863172986263,-7.19697933328715,"ENSG00000134419"
"ENSG00000261799",-0.0447160013138047,-0.135136905810109,-0.225210127805985,0.823855268675992,0.871227728864958,-7.1971032425048,"ENSG00000261799"
"ENSG00000159247",0.0635291893255727,-0.147857525703295,0.225056827354017,0.823973072688019,0.871286124712335,-7.19713902522188,"ENSG00000159247"
"ENSG00000112146",0.0392099838998145,1.6746468153747,0.22474672786903,0.824211382151402,0.87147192696224,-7.19721133312331,"ENSG00000112146"
"ENSG00000100865",-0.0621692246710414,2.58779982586222,-0.224475812796221,0.824419592814338,0.871537519262462,-7.19727442291206,"ENSG00000100865"
"ENSG00000113712",-0.047072347328728,2.65953665980017,-0.224456129453545,0.824434720880693,0.871537519262462,-7.19727900375069,"ENSG00000113712"
"ENSG00000164180",-0.0452543356222052,0.122968914724279,-0.224421649061664,0.824461221712873,0.871537519262462,-7.19728702729339,"ENSG00000164180"
"ENSG00000138686",0.0265574945057888,0.82935049993154,0.223924222469517,0.824843556060694,0.871875483067116,-7.19740264127513,"ENSG00000138686"
"ENSG00000232969",-0.0977008845198116,-0.993148014796741,-0.223541485844835,0.825137767092388,0.872120254590057,-7.19749142467971,"ENSG00000232969"
"ENSG00000132906",0.0248158445043944,1.08164768990387,0.223113795436188,0.825466565299395,0.872401542708432,-7.19759045712812,"ENSG00000132906"
"ENSG00000207359",0.0859977314584804,0.632605816676701,0.22295952058428,0.825585176162723,0.872460666656857,-7.19762613339781,"ENSG00000207359"
"ENSG00000160094",0.0334864420199009,2.15616171875814,0.222151886791295,0.826206177169658,0.873050656436887,-7.19781249885618,"ENSG00000160094"
"ENSG00000163607",0.0275919923428171,0.749903701510872,0.22080547487098,0.827241710278905,0.874078558781338,-7.1981216930783,"ENSG00000163607"
"ENSG00000187257",0.032807160350956,1.40565196777052,0.220113650647406,0.827773921183334,0.874574526122363,-7.19827983789209,"ENSG00000187257"
"ENSG00000090989",-0.0255794658949789,2.36047247894861,-0.219164311809342,0.828504372010335,0.875279850290475,-7.19849604398557,"ENSG00000090989"
"ENSG00000137100",0.0456093468308426,3.7301740579255,0.219027957456825,0.828609300317219,0.875288822827376,-7.19852702143183,"ENSG00000137100"
"ENSG00000270705",0.148623427445442,0.971354934813594,0.218989874343056,0.828638606871485,0.875288822827376,-7.19853566985395,"ENSG00000270705"
"ENSG00000175467",0.0471946581569213,4.54758220472517,0.218883505765048,0.828720463305593,0.875308875665007,-7.19855981751933,"ENSG00000175467"
"ENSG00000002933",0.0469755713465274,5.65299443395439,0.218744677673304,0.828827302097776,0.875355310256808,-7.19859131653131,"ENSG00000002933"
"ENSG00000231806",-0.0547868081433867,0.405507413121435,-0.218281329709842,0.829183908121205,0.875647697562544,-7.19869630253203,"ENSG00000231806"
"ENSG00000138079",-0.072233868667924,-0.408351892475047,-0.218221520926996,0.829229941435468,0.875647697562544,-7.19870983793282,"ENSG00000138079"
"ENSG00000273759",0.0413681655893738,0.469931008789722,0.218117202383005,0.829310234290903,0.875666066120436,-7.19873343755448,"ENSG00000273759"
"ENSG00000232065",-0.0557848672442487,-0.352024135617124,-0.217660076861578,0.82966210130769,0.87597116444757,-7.19883671897336,"ENSG00000232065"
"ENSG00000142694",0.0974511641976359,3.74662710743528,0.217411160761314,0.829853716912583,0.876060724920132,-7.19889286751645,"ENSG00000142694"
"ENSG00000149043",0.127009943385499,-0.393525378490451,0.217386398111662,0.829872779790741,0.876060724920132,-7.19889844978206,"ENSG00000149043"
"ENSG00000143970",-0.0476694217956062,0.687754652808499,-0.217263557722064,0.829967346832986,0.876094124088925,-7.19892613243672,"ENSG00000143970"
"ENSG00000241468",0.0915430414197262,3.66359500262341,0.216967934378139,0.830194939319097,0.876267926095563,-7.19899268866725,"ENSG00000241468"
"ENSG00000162433",-0.0750693949513773,1.4431008645602,-0.216580631483996,0.830493136457812,0.876504845842159,-7.19907974894515,"ENSG00000162433"
"ENSG00000198755",0.0513610784566581,9.27599123314498,0.216512859947454,0.830545318657503,0.876504845842159,-7.19909496711609,"ENSG00000198755"
"ENSG00000110719",-0.0580028117566163,4.78728226346842,-0.216182237855558,0.830799899920495,0.876707057279855,-7.19916914065286,"ENSG00000110719"
"ENSG00000113734",-0.0524050969561572,2.05113763726569,-0.215520727464136,0.831309324344677,0.877178142604714,-7.19931720858425,"ENSG00000113734"
"ENSG00000120370",0.0379784486843671,0.852662203060474,0.214662543137485,0.831970318756377,0.87779457263292,-7.19950862525641,"ENSG00000120370"
"ENSG00000114520",-0.0328915750795963,3.25090885009435,-0.214598537930993,0.832019622214051,0.87779457263292,-7.1995228710398,"ENSG00000114520"
"ENSG00000184584",-0.048087660467119,4.20039173920306,-0.214332186243352,0.832224801526617,0.877944509119767,-7.19958210810086,"ENSG00000184584"
"ENSG00000198468",0.0380493496805931,-0.175836117266665,0.213575864854364,0.832807486851526,0.878492637668354,-7.19974991584089,"ENSG00000198468"
"ENSG00000111666",0.0407568749486657,2.40209544186489,0.213035818861567,0.833223609296928,0.878820380434134,-7.19986937625689,"ENSG00000111666"
"ENSG00000076053",0.024036167282823,1.14282024299136,0.213008793071126,0.833244434831961,0.878820380434134,-7.19987534655973,"ENSG00000076053"
"ENSG00000187626",-0.0342085911218802,0.557296824188348,-0.212478030314002,0.83365345533594,0.87918516818324,-7.19999244517008,"ENSG00000187626"
"ENSG00000162714",0.0275934934401379,1.25601406197934,0.212375301179078,0.833732626815255,0.879202062605815,-7.20001507599897,"ENSG00000162714"
"ENSG00000267809",0.071655360960197,0.701134076170933,0.212188061936247,0.833876933331994,0.879287636586231,-7.2000562960371,"ENSG00000267809"
"ENSG00000124370",-0.0285186871013678,2.53227966619632,-0.211833834405481,0.834149955167166,0.879489318995536,-7.20013417888521,"ENSG00000124370"
"ENSG00000119684",-0.0261330325956602,0.808739790467824,-0.211775984547647,0.8341945451326,0.879489318995536,-7.20014688583285,"ENSG00000119684"
"ENSG00000074695",-0.047439998889323,3.2214753421463,-0.211426400195377,0.834464012604976,0.879706798688965,-7.2002235998442,"ENSG00000074695"
"ENSG00000082458",0.0306915952287004,3.31932380407442,0.211163740327331,0.834666490395397,0.879794272162937,-7.20028115579047,"ENSG00000082458"
"ENSG00000261087",0.0472752101365181,-0.168644950078489,0.211154807830786,0.834673376435,0.879794272162937,-7.20028311189133,"ENSG00000261087"
"ENSG00000119537",0.024704023700304,1.51869762066734,0.210563122822289,0.835129535079118,0.880142039989159,-7.20041249969002,"ENSG00000119537"
"ENSG00000139637",0.0549676225385025,3.52042048262321,0.210519487022683,0.835163178379419,0.880142039989159,-7.20042202750991,"ENSG00000139637"
"ENSG00000107929",0.023913138751044,2.29537105168544,0.210480850794981,0.835192967267403,0.880142039989159,-7.20043046203805,"ENSG00000107929"
"ENSG00000148288",0.0490508025761612,1.2912559567335,0.209864483505484,0.835668226255953,0.880576222065953,-7.20056481032063,"ENSG00000148288"
"ENSG00000167674",-0.068365150364984,4.55990061437832,-0.209491662083238,0.835955726772923,0.880812504967277,-7.20064588294119,"ENSG00000167674"
"ENSG00000068912",-0.0278721202739384,4.14847239161222,-0.209248725061308,0.836143079786607,0.880943238745962,-7.2006986340267,"ENSG00000068912"
"ENSG00000107672",0.0364126532391843,3.07671814871096,0.208969447637308,0.83635847078363,0.881103490749126,-7.20075920069722,"ENSG00000107672"
"ENSG00000146070",-0.0341881615047787,2.11611718617653,-0.208878562043804,0.836428568566393,0.881110663709241,-7.20077889360553,"ENSG00000146070"
"ENSG00000105662",-0.0452068945319412,2.00225373243266,-0.208733923449417,0.836540127553557,0.881135893263337,-7.20081021601021,"ENSG00000105662"
"ENSG00000004779",-0.0597360699442004,5.7240591434478,-0.208683395271022,0.836579100499554,0.881135893263337,-7.20082115311382,"ENSG00000004779"
"ENSG00000196712",0.043058472994592,0.328176960720859,0.208582297294361,0.836657079779522,0.881151362787692,-7.20084302841182,"ENSG00000196712"
"ENSG00000164331",0.0409127046369571,1.86758876523156,0.208178839133575,0.836968293743734,0.881293445117089,-7.20093022241089,"ENSG00000164331"
"ENSG00000115677",0.0320055527781366,5.37049309015992,0.208173434360986,0.836972462987407,0.881293445117089,-7.2009313893304,"ENSG00000115677"
"ENSG00000230383",-0.0459740495907089,0.271188066784751,-0.208161208265149,0.836981894220525,0.881293445117089,-7.20093402889898,"ENSG00000230383"
"ENSG00000106460",-0.0366870001713861,1.30212158745574,-0.207238269825428,0.837693922799851,0.881976464737164,-7.20113284202769,"ENSG00000106460"
"ENSG00000126214",-0.0365423795494758,-0.016382460180447,-0.207140311811624,0.837769503797979,0.881989339978484,-7.2011538918177,"ENSG00000126214"
"ENSG00000124243",0.04656677699573,-0.255781441856435,0.206783714680753,0.838044655247295,0.882212301728003,-7.20123043575648,"ENSG00000124243"
"ENSG00000107262",-0.0470991314650516,4.03441520969325,-0.206700646501551,0.838108753950502,0.882213070656199,-7.20124824755904,"ENSG00000107262"
"ENSG00000115520",-0.0240922614370482,2.56641358555399,-0.206346750635481,0.838381846895862,0.882433815111832,-7.20132405140252,"ENSG00000115520"
"ENSG00000237039",-0.0817554781417334,1.07072596542501,-0.20620197096598,0.838493575886932,0.882469510130928,-7.20135502564355,"ENSG00000237039"
"ENSG00000132434",0.0222270960402718,1.99738244087765,0.206138532740034,0.838542533366043,0.882469510130928,-7.20136859082814,"ENSG00000132434"
"ENSG00000137942",-0.0357039905265698,2.73515658330845,-0.205704473058335,0.838877530174835,0.882726863950768,-7.20146129554133,"ENSG00000137942"
"ENSG00000101752",-0.0415283004143821,1.02744863443655,-0.20565736728646,0.838913887152177,0.882726863950768,-7.20147134449221,"ENSG00000101752"
"ENSG00000140319",-0.0266552873020992,6.51276931397772,-0.205372444650764,0.839133802759406,0.882891535823492,-7.20153207741726,"ENSG00000140319"
"ENSG00000213246",0.0310371242990445,3.16171755884263,0.204927370415069,0.839477357137664,0.883186259054678,-7.20162677973554,"ENSG00000213246"
"ENSG00000125814",-0.0265498652927692,0.85391223442154,-0.204699629272497,0.839653163972568,0.883282186344133,-7.20167515903601,"ENSG00000125814"
"ENSG00000114113",-0.149469577372229,0.341706662227176,-0.204644883018596,0.839695427112814,0.883282186344133,-7.20168678085263,"ENSG00000114113"
"ENSG00000244586",0.0650579863994243,0.489312832953929,0.204518594363426,0.83979292160492,0.883318000497408,-7.2017135782464,"ENSG00000244586"
"ENSG00000160182",0.112844431194553,6.95295894765053,0.2041795841697,0.840054649515388,0.883526541554221,-7.20178543186856,"ENSG00000160182"
"ENSG00000166557",0.0591865318297639,2.69246144599125,0.203829114797021,0.840325244177109,0.883744375995899,-7.20185958942918,"ENSG00000166557"
"ENSG00000260992",0.042870209593548,0.774570138991869,0.20357532176139,0.840521208379508,0.883883696884924,-7.20191321152566,"ENSG00000260992"
"ENSG00000198089",-0.0375237973542046,1.34798176340188,-0.203131522724696,0.840863909514203,0.884177292164406,-7.2020068186556,"ENSG00000198089"
"ENSG00000204569",-0.0213261696304112,3.49433527686385,-0.202925203304937,0.841023240119634,0.884278041609059,-7.20205026672436,"ENSG00000204569"
"ENSG00000154229",-0.043071775243147,1.14645213261076,-0.202699209437936,0.841197772340163,0.884394758081842,-7.20209780748258,"ENSG00000154229"
"ENSG00000274460",-0.0442925434460008,-0.311869170991872,-0.201691206019325,0.84197634209217,0.885146464895204,-7.20230921142131,"ENSG00000274460"
"ENSG00000181744",-0.0374405662739083,1.03230570700393,-0.20132840277009,0.842256607408563,0.885374244060859,-7.20238504349661,"ENSG00000181744"
"ENSG00000160087",-0.0426480309955974,3.76308305896384,-0.200853126155863,0.842623790632161,0.885693349428535,-7.20248417859463,"ENSG00000160087"
"ENSG00000099960",-0.0529285334504736,-0.26930569325899,-0.200216890682838,0.843115382624205,0.886143164494503,-7.20261652168928,"ENSG00000099960"
"ENSG00000013374",-0.0374460760086094,3.5877024055674,-0.199817346469566,0.843424126775807,0.886354990466504,-7.20269941686366,"ENSG00000013374"
"ENSG00000188243",-0.0678929473545467,4.83094864702353,-0.199743223032886,0.843481407814374,0.886354990466504,-7.20271477743087,"ENSG00000188243"
"ENSG00000122026",-0.0688458997257549,8.76111053405887,-0.199708915232014,0.843507920463346,0.886354990466504,-7.20272188509889,"ENSG00000122026"
"ENSG00000111726",-0.0338358468423098,5.02545583781408,-0.199348750854758,0.843786262515731,0.88652626522662,-7.20279642819847,"ENSG00000111726"
"ENSG00000160299",0.025325452827849,1.28223957374507,0.199333211841619,0.843798271837232,0.88652626522662,-7.20279964128567,"ENSG00000160299"
"ENSG00000105825",0.118085274927059,0.198205190615979,0.198527938086315,0.844420680432727,0.886998704575163,-7.20296581056694,"ENSG00000105825"
"ENSG00000095787",-0.0316531241294119,2.8161827630728,-0.198441633113364,0.844487393050736,0.886998704575163,-7.20298357994171,"ENSG00000095787"
"ENSG00000174840",0.0341023105966057,1.28332851689594,0.198440421378216,0.844488329714678,0.886998704575163,-7.20298382937167,"ENSG00000174840"
"ENSG00000170836",0.0387887811126756,0.838914468599082,0.198421715792308,0.844502789049259,0.886998704575163,-7.20298767963564,"ENSG00000170836"
"ENSG00000167468",0.0622044753137634,6.74523658363749,0.1981771398694,0.844691850295687,0.887130351525087,-7.20303798863681,"ENSG00000167468"
"ENSG00000185591",0.0344255006935457,2.88216199655863,0.197977455265854,0.844846216893753,0.887225543606761,-7.20307901769296,"ENSG00000185591"
"ENSG00000144713",0.0637349010444119,8.09357504559751,0.197686111990921,0.84507145183235,0.88727285320779,-7.20313880585415,"ENSG00000144713"
"ENSG00000255284",-0.0610576706342737,1.22146078213765,-0.197664637262026,0.845088054293037,0.88727285320779,-7.20314320932976,"ENSG00000255284"
"ENSG00000124198",0.0552392579257719,2.3750486964619,0.197613362496786,0.845127695941624,0.88727285320779,-7.20315372148927,"ENSG00000124198"
"ENSG00000112855",-0.0200847748323713,2.65052152369943,-0.197589436842295,0.845146193534586,0.88727285320779,-7.20315862570704,"ENSG00000112855"
"ENSG00000164736",-0.0599878240997086,1.14915640470785,-0.197168369027614,0.845471747758538,0.887535564046408,-7.20324483823643,"ENSG00000164736"
"ENSG00000065989",0.0272737274153298,1.73704558390621,0.197100877534291,0.845523932333537,0.887535564046408,-7.20325863989972,"ENSG00000065989"
"ENSG00000048140",0.0391127102374599,3.46687232161094,0.19692283212889,0.845661600916038,0.887613148971131,-7.2032950266738,"ENSG00000048140"
"ENSG00000120820",-0.0566242165012098,0.861504643050742,-0.196628399775555,0.845889273462032,0.88778518395314,-7.20335512730618,"ENSG00000120820"
"ENSG00000073712",-0.0553359046877153,0.560792206904474,-0.196203332078123,0.846217985239458,0.888003288329813,-7.20344173563283,"ENSG00000073712"
"ENSG00000214290",0.0620194319400098,0.31991498228067,0.196194709497561,0.846224653517571,0.888003288329813,-7.2034434905666,"ENSG00000214290"
"ENSG00000148634",-0.0243507101694256,0.842973740306221,-0.196011321835925,0.846366479266176,0.888085176691566,-7.20348079682993,"ENSG00000148634"
"ENSG00000164062",-0.0391575873015494,4.95150901768186,-0.195893047587348,0.846457951347299,0.888114221015683,-7.20350483873195,"ENSG00000164062"
"ENSG00000138286",0.0200950567819211,0.691762879906043,0.195678735121163,0.8466237040227,0.888221191213567,-7.20354836571915,"ENSG00000138286"
"ENSG00000177595",-0.0564547580610281,2.43000620205574,-0.195408006951042,0.846833099863495,0.888373929342142,-7.20360328289193,"ENSG00000177595"
"ENSG00000144655",0.0337999874407091,2.95420808189052,0.195245766987138,0.846958590582081,0.888438630054531,-7.20363615693648,"ENSG00000144655"
"ENSG00000258099",-0.0512995203890601,-0.439876221927492,-0.195113112044021,0.847061200712949,0.888479321654914,-7.2036630160635,"ENSG00000258099"
"ENSG00000164292",0.0557231602832313,1.65210586903164,0.194729011953185,0.847358322183223,0.888724013969777,-7.20374068359918,"ENSG00000164292"
"ENSG00000177469",0.0459210567173118,4.91421907733162,0.194555204881105,0.847492778645195,0.88879807640666,-7.20377577839363,"ENSG00000177469"
"ENSG00000167515",0.0624111253279665,3.28463221373791,0.193962511105465,0.847951319828587,0.889211982122144,-7.20389521915185,"ENSG00000167515"
"ENSG00000157992",-0.0579503147395736,5.40014281212725,-0.193680744585212,0.848169329519206,0.889373608915146,-7.2039518738954,"ENSG00000157992"
"ENSG00000089902",-0.0378877939467119,1.90575789390891,-0.193447565366526,0.848349755402344,0.889434440860032,-7.20399869712546,"ENSG00000089902"
"ENSG00000117525",0.0591039923498767,3.49662653339751,0.193440636179206,0.848355117093835,0.889434440860032,-7.20400008767122,"ENSG00000117525"
"ENSG00000158792",-0.0655568883955712,3.86330431488862,-0.193317864944978,0.848450116703656,0.889467057586468,-7.20402471710776,"ENSG00000158792"
"ENSG00000159788",0.0411192235039,1.12590947616337,0.193138782593592,0.848588693718226,0.889545350044811,-7.20406061530919,"ENSG00000159788"
"ENSG00000157613",-0.0553123269363896,4.85834693788601,-0.192310263406526,0.849229881154037,0.890134458859486,-7.20422626569085,"ENSG00000157613"
"ENSG00000174547",-0.0609228113471734,4.77573103169223,-0.192247376837582,0.849278553155477,0.890134458859486,-7.2042388099662,"ENSG00000174547"
"ENSG00000134996",0.0226793230363509,5.1704579607807,0.191839203870561,0.849594479642851,0.890366907956478,-7.20432013071408,"ENSG00000134996"
"ENSG00000006757",0.04511124341873,2.63975987787485,0.191795586510145,0.849628241071815,0.890366907956478,-7.20432881046059,"ENSG00000006757"
"ENSG00000114529",0.0441777690336624,1.00283859354532,0.191218079752181,0.850075280124125,0.890768331317784,-7.20444354741838,"ENSG00000114529"
"ENSG00000170364",0.0246635982451683,1.44100733816162,0.19065386254104,0.850512081667837,0.891123898102499,-7.20455531100042,"ENSG00000170364"
"ENSG00000021355",0.0441987756190181,5.66195037705923,0.190614418283191,0.850542620168511,0.891123898102499,-7.2045631120482,"ENSG00000021355"
"ENSG00000165572",-0.0341106992734752,0.421967253781827,-0.190341802072548,0.850753691409705,0.891277966122802,-7.20461698445439,"ENSG00000165572"
"ENSG00000272645",0.0322766964878569,0.446014161564062,0.190190740319738,0.850870654860663,0.89133342791348,-7.20464680307281,"ENSG00000272645"
"ENSG00000103707",-0.0258501779131652,1.70650253779582,-0.190070539263986,0.850963726126429,0.891363854874136,-7.20467051312913,"ENSG00000103707"
"ENSG00000137714",0.0278621381152332,3.5040105504081,0.189875504290306,0.851114745756303,0.891454972195249,-7.20470895263398,"ENSG00000137714"
"ENSG00000128203",0.0420785598286521,0.297485179354014,0.189707249126359,0.851245033910034,0.891524363356315,-7.20474208249215,"ENSG00000128203"
"ENSG00000189143",-0.042714774504528,7.65375876200222,-0.189572592181553,0.851349308453954,0.891566501601921,-7.20476857568721,"ENSG00000189143"
"ENSG00000213700",0.0518198272585535,-0.0524929217280148,0.189439732697539,0.851452193815672,0.891607178811718,-7.20479469686166,"ENSG00000213700"
"ENSG00000176624",0.0351089418434098,1.04042839041127,0.189148276075482,0.851677905038408,0.891721458074708,-7.20485193548083,"ENSG00000176624"
"ENSG00000164244",0.0405766298517304,2.17910001137894,0.18913339608582,0.851689428819091,0.891721458074708,-7.2048548553771,"ENSG00000164244"
"ENSG00000139793",0.0344690077364168,2.63385367259565,0.188994419780479,0.851797060396546,0.891745196697709,-7.2048821156028,"ENSG00000139793"
"ENSG00000123106",-0.019078623607532,0.591148798001449,-0.188938708150701,0.85184020764853,0.891745196697709,-7.20489303783989,"ENSG00000123106"
"ENSG00000187954",0.0590895067461391,3.14618676820258,0.18872717110642,0.852004042066112,0.891849644634918,-7.20493448033901,"ENSG00000187954"
"ENSG00000179889",0.032595233536048,3.51404859925342,0.188364885829084,0.852284646102849,0.892017963188148,-7.205005348625,"ENSG00000179889"
"ENSG00000144115",-0.0525848884083857,1.66930640178022,-0.188354119101497,0.852292985657861,0.892017963188148,-7.20500745267706,"ENSG00000144115"
