Rank	Score	Type	ID	Name	Description
409	39.19	cp	BRD-K43880410	pregnenolone	glutamate receptor modulator
410	39.12	cp	BRD-A98283014	calmidazolium	Calcium channel blocker
411	39.03	kd	CGS001-9276	COPB2	WD repeat domain containing
412	38.98	oe	ccsbBroad304_03594	TNFRSF19	Tumour necrosis factor (TNF) receptor family
413	38.97	kd	CGS001-29984	RHOD	-
414	38.91	kd	CGS001-323	APBB2	-
415	38.85	cp	BRD-K14329163	BAY-K8644	Calcium channel activator
416	38.83	cp	BRD-A35623999	CGP-37157	L-type calcium channel blocker
417	38.82	kd	CGS001-8795	TNFRSF10B	Tumour necrosis factor (TNF) receptor family
418	38.74	cp	BRD-K10136726	tosyllysyl-chloromethyl-ketone	Chymotrypsin inhibitor
419	38.68	kd	CGS001-5716	PSMD10	Ankyrin repeat domain containing
420	38.58	kd	CGS001-4234	METTL1	-
421	38.55	cp	BRD-K94841585	emodic-acid	Laxative
422	38.44	kd	CGS001-5290	PIK3CA	Phosphatidylinositol kinases
423	38.3	cp	BRD-K74913225	brinzolamide	Carbonic anhydrase inhibitor
424	38.25	kd	CGS001-6598	SMARCB1	-
425	38.23	oe	ccsbBroad304_02887	CLIC4	Ion channels / Chloride channels : Intracellular
426	38.19	cp	BRD-K03557653	sappanone-a	Tyrosinase inhibitor
427	38.09	cp	BRD-A38913120	BH3I-1	BCL inhibitor
428	38.03	kd	CGS001-1948	EFNB2	Ephrins
429	37.94	kd	CGS001-64343	AZI2	-
430	37.78	cp	BRD-K47693913	evoxine	Furoquinoline alkaloid
431	37.65	cp	BRD-K67174588	toremifene	Estrogen receptor antagonist
432	37.64	kd	CGS001-7159	TP53BP2	Ankyrin repeat domain containing
433	37.61	cp	BRD-A26002865	verrucarin-a	Protein synthesis inhibitor
434	37.53	cp	BRD-K99498722	NPI-2358	Tubulin inhibitor
435	37.24	kd	CGS001-283078	MKX	Homeoboxes / TALE class
436	37	cp	BRD-K17306061	aprepitant	Tachykinin antagonist
437	36.99	kd	CGS001-9143	SYNGR3	-
438	36.72	cp	BRD-K63784565	BRD-K63784565	Topoisomerase inhibitor
439	36.71	kd	CGS001-9246	UBE2L6	Ubiquitin-conjugating enzymes E2
440	36.66	kd	CGS001-7534	YWHAZ	-
441	36.29	cp	BRD-K69690935	curcumin	Cyclooxygenase inhibitor
442	36.26	cp	BRD-K93480852	KN-93	Calcium-calmodulin dependent protein kinase inhibitor
443	36.24	oe	ccsbBroad304_02392	PAK4	PAKB subfamily
444	36.2	kd	CGS001-8558	CDK10	Cyclin-dependent kinases, CDK10 subfamily
445	36.12	oe	ccsbBroad304_07306	TNFRSF10A	Tumour necrosis factor (TNF) receptor family
446	35.98	cp	BRD-K22947005	dexbrompheniramine	Histamine receptor antagonist
447	35.94	kd	CGS001-10051	SMC4	Structural maintenance of chromosomes proteins
448	35.78	cp	BRD-A39268308	epibatidine	Acetylcholine receptor agonist
449	35.72	kd	CGS001-64783	RBM15	RNA binding motif (RRM) containing
450	35.5	kd	CGS001-10198	MPHOSPH9	-
451	35.43	kd	CGS001-353288	KRT26	Intermediate filaments type I, keratins (acidic)
452	35.39	oe	ccsbBroad304_00617	GBA	-
453	35.34	cp	BRD-K17415526	tyrphostin-AG-835	Protein tyrosine kinase inhibitor
454	35.27	cp	BRD-K31699485	DMEOB	glutamate receptor modulator
455	35.19	cp	BRD-K79602928	metformin	Insulin sensitizer
456	35.12	oe	ccsbBroad304_01955	CDK10	Cyclin-dependent kinases, CDK10 subfamily
457	35.11	oe	ccsbBroad304_00843	IL1B	Interleukins and interleukin receptors
458	35.08	cp	BRD-A90799790	isradipine	Calcium channel blocker
459	35.01	cp	BRD-K84175871	pseudoephedrine	Adrenergic receptor agonist
460	34.96	cp	BRD-K16478699	PLX-4720	RAF inhibitor
461	34.94	kd	CGS001-285601	GPR150	GPCR / Class A : Orphans
462	34.93	kd	CGS001-4782	NFIC	-
463	34.89	cp	BRD-K11630072	carmofur	Thymidylate synthase inhibitor
464	34.84	cp	BRD-K74514084	pazopanib	KIT inhibitor
465	34.74	oe	ccsbBroad304_00101	RHOC	-
466	34.61	cp	BRD-K83063356	RS-102895	CCR antagonist
467	34.6	oe	ccsbBroad304_00554	FGB	Endogenous ligands
468	34.59	cp	BRD-K61691971	avrainvillamide-analog-1	nucleophosmin inhibitor
469	34.4	cp	BRD-K50311478	tosyl-phenylalanyl-chloromethyl-ketone	Chymotrypsin inhibitor
470	34.37	cp	BRD-K32830106	guanfacine	Adrenergic receptor agonist
471	34.16	kd	CGS001-440435	GPR179	GPCR / Class C : Orphans
472	34.07	oe	ccsbBroad304_00477	LPAR1	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
473	34.05	cp	BRD-K42098891	protriptyline	Tricyclic antidepressant
474	34.04	cp	BRD-K09638361	SA-63133	-666
475	34.04	kd	CGS001-701	BUB1B	Bub family
476	33.9	kd	CGS001-6822	SULT2A1	Sulfotransferases, cytosolic
477	33.89	cp	BRD-K69688083	mestinon	Cholinesterase inhibitor
478	33.89	cp	BRD-K27665173	D-64406	PDGFR receptor inhibitor
479	33.77	kd	CGS001-7572	ZNF24	Zinc fingers, C2H2-type
480	33.76	kd	CGS001-3717	JAK2	Janus kinase (JakA) family
481	33.66	cp	BRD-K07325606	hispidin	PKC inhibitor
482	33.38	cp	BRD-A52193669	withaferin-a	IKK inhibitor
483	33.33	oe	ccsbBroad304_04256	RNF146	RING-type (C3HC4) zinc fingers
484	33.32	cp	BRD-K52075715	oxibendazole	Tubulin inhibitor
485	33.31	cp	BRD-K70557564	zosuquidar	P-glycoprotein inhibitor
486	33.17	oe	ccsbBroad304_09446	MRGPRX4	GPCR / Class A : Orphans
487	33.13	kd	CGS001-2857	GPR34	GPCR / Class A : Orphans
488	33.09	oe	ccsbBroad304_00250	CD19	CD molecules
489	33.07	oe	ccsbBroad304_08183	NSDHL	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
490	32.97	cp	BRD-A45543382	metrizamide	Radiopaque medium
491	32.8	kd	CGS001-3336	HSPE1	Heat Shock Proteins / Chaperonins
492	32.76	kd	CGS001-9061	PAPSS1	-
493	32.76	kd	CGS001-5641	LGMN	Legumain
494	32.76	cp	BRD-K83988098	alvespimycin	HSP inhibitor
495	32.71	kd	CGS001-23066	CAND2	-
496	32.61	kd	CGS001-93185	IGSF8	CD molecules
497	32.56	cp	BRD-A32949107	MRS-1845	Calcium channel blocker
498	32.38	kd	CGS001-55127	HEATR1	-
499	32.31	cp	BRD-K08547377	irinotecan	Topoisomerase inhibitor
500	32.23	cp	BRD-K72783841	tyrphostin-AG-555	EGFR inhibitor
501	32	oe	ccsbBroad304_00078	BIRC2	Inhibitors of apoptosis (IAP) protein family
502	31.99	oe	ccsbBroad304_02336	LPAR6	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
503	31.86	kd	CGS001-403	ARL3	ADP-ribosylation factors
504	31.6	cp	BRD-K56614220	clofazimine	GK0582 inhibitor
505	31.54	kd	CGS001-5156	PDGFRA	Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family
506	31.52	cp	BRD-K27450477	EHNA	Adenosine deaminase inhibitor
507	31.25	cp	BRD-K81062487	taurocholic-acid	Bile acid
508	31.17	kd	CGS001-58499	ZNF462	Zinc fingers, C2H2-type
509	31.05	kd	CGS001-64170	CARD9	-
510	31.05	kd	CGS001-23	ABCF1	ATP binding cassette transporters / subfamily F
511	31.04	kd	CGS001-1030	CDKN2B	-
512	31.01	kd	CGS001-1644	DDC	Catecholamine turnover
513	30.95	kd	CGS001-4811	NID1	-
514	30.91	cp	BRD-K06792661	narciclasine	Coflilin signaling pathway activator
515	30.82	kd	CGS001-255877	BCL6B	BTB/POZ domain containing
516	30.73	kd	CGS001-4212	MEIS2	Homeoboxes / TALE class
517	30.72	kd	CGS001-10105	PPIF	-
518	30.55	kd	CGS001-2580	GAK	Heat shock proteins / DNAJ (HSP40)
519	30.54	cp	BRD-K05658747	raltegravir	HIV integrase inhibitor
520	30.44	oe	ccsbBroad304_04146	HDAC11	Histone deacetylases
521	30.23	cp	BRD-K52930707	rescinnamine	ACE inhibitor
522	30.2	cp	BRD-K66956375	oleoylethanolamide	Cannabinoid receptor agonist
523	30.2	cp	BRD-A23637604	oxymetholone	Androgen receptor agonist
524	30.18	oe	ccsbBroad304_02163	MED7	-
525	30.18	kd	CGS001-22850	ADNP2	Zinc fingers, C2H2-type
526	30.13	kd	CGS001-4151	MB	-
527	30.08	cp	BRD-K33396764	alpha-linolenic-acid	Omega 3 fatty acid stimulant
528	30.07	cp	BRD-K97354755	SU-6656	SRC inhibitor
529	30.02	kd	CGS001-51460	SFMBT1	Sterile alpha motif (SAM) domain containing
530	29.98	kd	CGS001-7189	TRAF6	RING-type (C3HC4) zinc fingers
531	29.95	cp	BRD-K25504083	cytochalasin-d	Actin polymerization inhibitor
532	29.91	cp	BRD-K05151076	ZK-164015	Estrogen receptor antagonist
533	29.87	cp	BRD-A73605923	mocimycin	Protein synthesis inhibitor
534	29.84	oe	ccsbBroad304_10064	NDUFS7	Mitochondrial respiratory chain complex / Complex I
535	29.78	cc		Protein synthesis inhibitor	-
536	29.76	kd	CGS001-55214	LEPREL1	-
537	29.73	cp	BRD-K99616396	motesanib	KIT inhibitor
538	29.66	cp	BRD-K36377456	marmesin	Angiogenesis inhibitor
539	29.59	oe	ccsbBroad304_01650	TCEA1	General transcription factors
540	29.45	oe	ccsbBroad304_06018	COMT	Catecholamine turnover
541	29.36	cp	BRD-K30189597	SYK-inhibitor	SYK inhibitor
542	29.33	oe	ccsbBroad304_00736	NRG1	Immunoglobulin superfamily / I-set domain containing
543	29.32	cp	BRD-A80638690	floxuridine	DNA synthesis inhibitor
544	29.16	kd	CGS001-6777	STAT5B	SH2 domain containing
545	29.12	kd	CGS001-57787	MARK4	MARK subfamily
546	29.07	kd	CGS001-55139	ANKZF1	Ankyrin repeat domain containing
547	28.97	kd	CGS001-930	CD19	CD molecules
548	28.84	oe	ccsbBroad304_04399	PGBD1	-
549	28.83	kd	CGS001-9706	ULK2	Unc-51-like kinase (ULK) family
550	28.67	kd	CGS001-256364	EML3	WD repeat domain containing
551	28.62	oe	ccsbBroad304_13912	NDUFB1	Mitochondrial respiratory chain complex / Complex I
552	28.62	cp	BRD-K29905972	axitinib	PDGFR receptor inhibitor
553	28.58	oe	ccsbBroad304_02596	KDELR3	-
554	28.58	cp	BRD-K97799481	theophylline	Adenosine receptor antagonist
555	28.54	cp	BRD-K66944906	fraxidin	Carbonic anhydrase inhibitor
556	28.48	kd	CGS001-5585	PKN1	Protein kinase N (PKN) family
557	28.43	kd	CGS001-23621	BACE1	Pepsin
558	28.4	kd	CGS001-10214	SSX3	-
559	28.4	kd	CGS001-342357	ZKSCAN2	Zinc fingers, C2H2-type
560	28.26	kd	CGS001-5499	PPP1CA	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
561	28.22	kd	CGS001-156	ADRBK1	BARK/GRK2 subfamily
562	28.19	cp	BRD-A36707673	hydroxycholesterol	LXR agonist
563	27.96	oe	ccsbBroad304_07427	PIGB	Dolichyl D-mannosyl phosphate dependent mannosyltransferases
564	27.94	cp	BRD-K20920669	cromoglicic-acid	Immunosuppressant
565	27.93	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
566	27.75	kd	CGS001-58478	ENOPH1	-
567	27.73	kd	CGS001-79094	CHAC1	-
568	27.61	cp	BRD-K77390737	xanthohumol	ATPase inhibitor
569	27.57	cp	BRD-A95939040	sertaconazole	Sterol demethylase inhibitor
570	27.44	cp	BRD-K83289131	CAY-10618	NAMPT inhibitor
571	27.39	oe	ccsbBroad304_02017	PEX11A	-
572	27.23	kd	CGS001-83873	GPR61	GPCR / Class A : Orphans
573	27.22	cp	BRD-K25906698	immepip	Histamine receptor agonist
574	27.16	cp	BRD-A01295252	trans-7-hydroxy-pipat	Dopamine receptor ligand
575	27.14	cp	BRD-K60476892	YC-1	Guanylyl cyclase activator
576	27.12	cp	BRD-K47943470	tyrphostin-51	EGFR inhibitor
577	27.11	kd	CGS001-8204	NRIP1	-
578	27.1	kd	CGS001-2147	F2	Endogenous ligands
579	27.03	kd	CGS001-8870	IER3	-
580	26.99	cp	BRD-K34995470	SU-1498	VEGFR inhibitor
581	26.85	kd	CGS001-9111	NMI	-
582	26.79	cp	BRD-K89046952	ciclacillin	Bacterial cell wall synthesis inhibitor
583	26.74	kd	CGS001-6908	TBP	General transcription factors
584	26.72	kd	CGS001-9453	GGPS1	Lanosterol biosynthesis pathway
585	26.66	cp	BRD-K34608650	BRD-K34608650	Cannabinoid receptor agonist
586	26.63	kd	CGS001-23408	SIRT5	Histone deacetylases
587	26.61	kd	CGS001-2264	FGFR4	Type V RTKs: FGF (fibroblast growth factor) receptor family
588	26.55	cp	BRD-K28137194	loreclezole	GABA receptor agonist
589	26.55	kd	CGS001-60493	FASTKD5	-
590	26.52	cp	BRD-K66766661	17-beta-estradiol	Estrogen receptor agonist
591	26.45	kd	CGS001-222894	FERD3L	Basic helix-loop-helix proteins
592	26.28	kd	CGS001-10987	COPS5	-
593	26.17	kd	CGS001-11041	B3GNT1	-
594	26.17	kd	CGS001-65057	ACD	-
595	26.1	kd	CGS001-23368	PPP1R13B	Ankyrin repeat domain containing
596	26.01	cp	BRD-A59303141	quinethazone	Thiazide diuretic
597	25.95	cp	BRD-K53665955	MK-5108	Aurora kinase inhibitor
598	25.92	cp	BRD-K37865504	LY-2183240	FAAH inhibitor
599	25.83	kd	CGS001-7248	TSC1	-
600	25.78	kd	CGS001-54583	EGLN1	2-oxoglutarate oxygenases
601	25.71	oe	ccsbBroad304_05528	TICAM2	-
602	25.69	kd	CGS001-1763	DNA2	-
603	25.66	oe	ccsbBroad304_09058	SLC25A32	Mitochondrial nucleotide transporter subfamily
604	25.66	oe	ccsbBroad304_00030	ADORA2B	GPCR / Class A : Adenosine receptors
605	25.65	kd	CGS001-8220	DGCR14	-
606	25.39	kd	CGS001-7167	TPI1	-
607	25.39	kd	CGS001-3636	INPPL1	Inositol polyphosphate phosphatases
608	25.36	cp	BRD-K40742111	baeomycesic-acid	Lipoxygenase inhibitor
609	25.34	kd	CGS001-160851	DGKH	Pleckstrin homology (PH) domain containing
610	25.33	cp	BRD-K38477985	malonoben	Protein tyrosine kinase inhibitor
611	25.25	kd	CGS001-5576	PRKAR2A	Protein kinase A
612	25.17	kd	CGS001-976	CD97	Adhesion Class GPCRs
613	25.15	oe	ccsbBroad304_01077	NDUFS6	Mitochondrial respiratory chain complex / Complex I
614	25.09	kd	CGS001-53632	PRKAG3	AMPK subfamily
615	25.04	kd	CGS001-9052	GPRC5A	GPCR / Class C : Orphans
616	24.98	oe	ccsbBroad304_05183	TXLNA	-
617	24.93	kd	CGS001-22894	DIS3	-
618	24.93	kd	CGS001-159	ADSS	-
619	24.91	cp	BRD-K39670393	amthamine	Histamine receptor agonist
620	24.8	kd	CGS001-55165	CEP55	-
621	24.59	kd	CGS001-1182	CLCN3	Ion channels / Chloride channels : Voltage-sensitive
622	24.51	kd	CGS001-5824	PEX19	-
623	24.47	kd	CGS001-7247	TSN	-
624	24.46	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
625	24.44	kd	CGS001-6643	SNX2	Sorting nexins
626	24.31	cp	BRD-A55484088	BNTX	Opioid receptor antagonist
627	24.25	cp	BRD-A82590476	SDZ-NKT-343	Tachykinin antagonist
628	24.18	cc		Minor histocompatibility antigens LOF	-
629	24.14	kd	CGS001-2828	GPR4	GPCR / Class A : Orphans
630	23.99	kd	CGS001-3675	ITGA3	Integrins
631	23.78	cp	BRD-K53318339	vinpocetine	Phosphodiesterase inhibitor
632	23.76	cp	BRD-A33084410	5'-guanidinonaltrindole	Opioid receptor antagonist
633	23.7	kd	CGS001-23549	DNPEP	Aminopeptidase I
634	23.52	cp	BRD-K59331372	SB-366791	TRPV antagonist
635	23.46	kd	CGS001-5269	SERPINB6	Serine (or cysteine) peptidase inhibitors
636	23.44	cp	BRD-A28105619	cucurbitacin-i	JAK inhibitor
637	23.44	kd	CGS001-11232	POLG2	DNA polymerases
638	23.27	cp	BRD-K34092021	arvanil	TRPV agonist
639	23.24	kd	CGS001-6583	SLC22A4	Organic zwitterions/cation transporters (OCTN)
640	23.21	cp	BRD-A55594068	vinblastine	Microtubule inhibitor
641	23.11	cp	BRD-K38903228	hesperidin	Flavanone glycoside
642	23.07	kd	CGS001-4717	NDUFC1	Mitochondrial respiratory chain complex / Complex I
643	22.99	oe	ccsbBroad304_06040	CRY1	-
644	22.92	kd	CGS001-7272	TTK	TTK family
645	22.86	cp	BRD-K61097567	SB-218795	Tachykinin antagonist
646	22.83	cp	BRD-A66199457	asiaticoside	Antineoplastic
647	22.82	cp	BRD-K83837640	JNJ-26854165	HDAC inhibitor
648	22.68	cp	BRD-K84895041	BMY-45778	IP1 prostacyclin receptor agonist
649	22.62	cp	BRD-K86727142	embelin	HCV inhibitor
650	22.59	cp	BRD-K82109576	vincristine	Tubulin inhibitor
651	22.54	kd	CGS001-55703	POLR3B	RNA polymerase subunits
652	22.53	kd	CGS001-4176	MCM7	-
653	22.49	kd	CGS001-23463	ICMT	-
654	22.44	kd	CGS001-2161	F12	Chymotrypsin
655	22.29	kd	CGS001-9767	PHF16	-
656	22.26	cp	BRD-K44067360	flufenamic-acid	Chloride channel blocker
657	22.22	oe	ccsbBroad304_10438	LGALS8	Lectins, galactoside-binding
658	22.22	kd	CGS001-10434	LYPLA1	-
659	22.13	oe	ccsbBroad304_04522	ZNF625	Zinc fingers, C2H2-type
660	21.94	cp	BRD-A77722753	hydralazine	Vasodilator
661	21.94	oe	ccsbBroad304_01425	RPL22	L ribosomal proteins
662	21.92	oe	ccsbBroad304_06750	POLR2H	RNA polymerase subunits
663	21.89	kd	CGS001-204	AK2	Adenylate kinases
664	21.85	oe	ccsbBroad304_00079	APOA1	Apolipoproteins
665	21.85	kd	CGS001-7124	TNF	Tumor necrosis factor (ligand) superfamily
666	21.74	kd	CGS001-1635	DCTD	-
667	21.66	kd	CGS001-84108	PCGF6	Polycomb group ring fingers
668	21.63	kd	CGS001-23585	TMEM50A	-
669	21.61	cp	BRD-K71926323	marbofloxacin	Bacterial DNA gyrase inhibitor
670	21.53	kd	CGS001-10610	ST6GALNAC2	Sialyltransferases
671	21.46	kd	CGS001-3458	IFNG	Interferons
672	21.42	kd	CGS001-440	ASNS	-
673	21.32	oe	ccsbBroad304_00469	DUT	-
674	21.3	kd	CGS001-2976	GTF3C2	General transcription factors
675	21.26	cc		Tubulin inhibitor	-
676	21.11	cp	BRD-K14550461	doxercalciferol	Vitamin D receptor agonist
677	21.07	kd	CGS001-567	B2M	Immunoglobulin superfamily / C1-set domain containing
678	20.98	cp	BRD-K16551401	PNU-22394	Serotonin receptor agonist
679	20.97	kd	CGS001-1633	DCK	-
680	20.94	cp	BRD-K03109492	NSC-663284	CDC inhibitor
681	20.79	cp	BRD-A45333398	periplocymarin	Apoptosis stimulant
682	20.76	kd	CGS001-7693	ZNF134	Zinc fingers, C2H2-type
683	20.75	oe	ccsbBroad304_01546	SLC7A1	SLC7 family
684	20.67	oe	ccsbBroad304_05868	ATP5C1	ATPases / F-type
685	20.61	oe	ccsbBroad304_08898	TRAK2	-
686	20.54	kd	CGS001-5289	PIK3C3	Phosphatidylinositol 3-kinase family
687	20.4	cp	BRD-K05926469	lenalidomide	Antineoplastic
688	20.37	kd	CGS001-51001	MTERFD1	-
689	20.36	cp	BRD-A62890442	3-methyl-GABA	GABA aminotransferase activator
690	20.34	cp	BRD-K74305673	IKK-2-inhibitor-V	IKK inhibitor
691	20.12	cp	BRD-K76805682	SB-415286	Glycogen synthase kinase inhibitor
692	20.09	kd	CGS001-25885	POLR1A	RNA polymerase subunits
693	20.03	cp	BRD-A24228527	ofloxacin	Bacterial DNA gyrase inhibitor
694	20.02	cp	BRD-A11135865	nor-binaltorphimine	Opioid receptor antagonist
695	19.98	kd	CGS001-2175	FANCA	Fanconi anemia, complementation groups
696	19.82	cp	BRD-A96456596	FPL-55712	Leukotriene receptor antagonist
697	19.8	kd	CGS001-6118	RPA2	-
698	19.77	cp	BRD-K47761761	PD-168077	Dopamine receptor agonist
699	19.75	cp	BRD-A97104540	fenoterol	Adrenergic receptor agonist
700	19.69	cp	BRD-K54095730	CMPD-1	p38 MAPK inhibitor
701	19.61	cp	BRD-K05396879	15-delta-prostaglandin-j2	PPAR receptor agonist
702	19.52	cp	BRD-K72093121	vidarabine	Antiviral
703	19.39	cp	BRD-K07117950	imperatorin	CDK inhibitor
704	19.36	oe	ccsbBroad304_00038	AGL	-
705	19.35	kd	CGS001-122618	PLD4	-
706	19.22	kd	CGS001-3400	ID4	Basic helix-loop-helix proteins
707	19.21	cp	BRD-A41250306	cyclopenthiazide	Thiazide diuretic
708	19.2	oe	ccsbBroad304_02266	RHOBTB1	BTB/POZ domain containing
709	19.13	kd	CGS001-1999	ELF3	ETS Transcription Factors
710	19.09	cp	BRD-K24675965	LY-288513	CCK receptor antagonist
711	19.05	cp	BRD-A54845972	dihydroergotamine	Serotonin receptor agonist
712	18.93	kd	CGS001-5819	PVRL2	Immunoglobulin superfamily / C2-set domain containing
713	18.88	cp	BRD-K45861246	azaperone	Dopamine receptor antagonist
714	18.86	kd	CGS001-5933	RBL1	-
715	18.79	cp	BRD-U97083655	teicoplanin	Bacterial cell wall synthesis inhibitor
716	18.79	cp	BRD-A04352665	maraviroc	CC chemokine receptor antagonist
717	18.64	kd	CGS001-5868	RAB5A	RAB, member RAS oncogene
718	18.56	oe	ccsbBroad304_06774	PRKCQ	Delta subfamily
719	18.55	kd	CGS001-7267	TTC3	RING-type (C3HC4) zinc fingers
720	18.5	kd	CGS001-348	APOE	Apolipoproteins
721	18.46	cp	BRD-K97330509	SRC-kinase-inhibitor-II	SRC inhibitor
722	18.37	cp	BRD-K33583600	isoliquiritigenin	Guanylate cyclase activator
723	18.34	kd	CGS001-3665	IRF7	-
724	18.29	cp	BRD-A75552914	isoxicam	Cyclooxygenase inhibitor
725	18.26	kd	CGS001-51070	NOSIP	-
726	18.25	kd	CGS001-2241	FER	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
727	18.18	oe	ccsbBroad304_02143	CNOT8	-
728	18.16	cp	BRD-K65786282	CGP-7930	GABA receptor modulator
729	17.99	cp	BRD-K78838262	austricine	Hypolipidemic
730	17.91	kd	CGS001-9918	NCAPD2	-
731	17.89	kd	CGS001-6886	TAL1	Basic helix-loop-helix proteins
732	17.88	cp	BRD-K84955386	hyperoside	Glucosidase inhibitor
733	17.87	cp	BRD-K62289640	lylamine	Cannabinoid receptor agonist
734	17.86	cp	BRD-K26241953	piceatannol	SYK inhibitor
735	17.81	kd	CGS001-6917	TCEA1	General transcription factors
736	17.79	oe	ccsbBroad304_00728	HBE1	-
737	17.77	kd	CGS001-91133	L3MBTL4	Sterile alpha motif (SAM) domain containing
738	17.75	cp	BRD-K54416256	methimazole	Antithyroid
739	17.75	kd	CGS001-440387	CTRB2	-
740	17.74	cp	BRD-A63998256	helveticoside	ATPase inhibitor
741	17.6	kd	CGS001-7126	TNFAIP1	BTB/POZ domain containing
742	17.59	cp	BRD-A06352508	SB-218078	CHK inhibitor
743	17.57	oe	ccsbBroad304_08742	ZNF398	Zinc fingers, C2H2-type
744	17.51	cp	BRD-K43860855	iobenguane	Antineoplastic
745	17.49	cp	BRD-K64341947	CFM-1571	Guanylate cyclase activator
746	17.49	kd	CGS001-4292	MLH1	-
747	17.48	oe	ccsbBroad304_01019	MLH1	-
748	17.46	kd	CGS001-4204	MECP2	-
749	17.45	cp	BRD-A71157293	fursultiamine	Vitamin B
750	17.41	oe	ccsbBroad304_05142	OLIG3	Basic helix-loop-helix proteins
751	17.36	cp	BRD-K08109516	L-701324	Glutamate receptor antagonist
752	17.32	kd	CGS001-2313	FLI1	ETS Transcription Factors
753	17.3	cp	BRD-A58955223	sulforaphane	Antineoplastic
754	17.23	kd	CGS001-8743	TNFSF10	CD molecules
755	17.18	oe	ccsbBroad304_06592	MMP14	Matrix metallopeptidase
756	17.14	kd	CGS001-9924	PAN2	Ubiquitin-specific peptidases
757	17.1	cp	BRD-A62182663	YK-4279	Apoptosis stimulant
758	17.05	cp	BRD-K93258693	GW-9662	PPAR receptor antagonist
759	17.05	cp	BRD-K49657628	tyrphostin-AG-18	EGFR inhibitor
760	16.86	kd	CGS001-7846	TUBA1A	Tubulins
761	16.83	cp	BRD-A08003242	rhodomyrtoxin-b	sodium fluorescein uptake inhibitor
762	16.8	kd	CGS001-83999	KREMEN1	-
763	16.79	cp	BRD-K71499074	diclofenamide	Carbonic anhydrase inhibitor
764	16.67	kd	CGS001-2064	ERBB2	Type I RTKs: ErbB (epidermal growth factor) receptor family
765	16.67	kd	CGS001-57512	GPR158	GPCR / Class C : Orphans
766	16.66	cp	BRD-A53576514	orphenadrine	Acetylcholine receptor antagonist
767	16.64	cp	BRD-K01663662	diphenidol	Acetylcholine receptor agonist
768	16.62	kd	CGS001-2181	ACSL3	Acyl-CoA synthetase family
769	16.61	kd	CGS001-51293	CD320	CD molecules
770	16.58	kd	CGS001-10557	RPP38	-
771	16.46	cp	BRD-K89152108	liothyronine	Thyroid hormone stimulant
772	16.45	kd	CGS001-285676	ZNF454	Zinc fingers, C2H2-type
773	16.41	kd	CGS001-222546	RFX6	-
774	16.41	kd	CGS001-10221	TRIB1	Trbl family
775	16.26	oe	ccsbBroad304_08282	ATP6V1D	ATPases / V-type
776	16.24	kd	CGS001-6509	SLC1A4	Alanine/serine/cysteine transporter subfamily
777	16.19	kd	CGS001-2021	ENDOG	-
778	16.17	cp	BRD-K95992530	Cyclo-[Arg-Gly-Asp-D-Phe-Val]	integrin antagonist
779	16.12	kd	CGS001-1545	CYP1B1	Cytochrome P450s
780	16.1	cp	BRD-K56509348	BMS-182874	Endothelin receptor antagonist
781	15.99	cp	BRD-A96485169	EBPC	Aldose reductase inhibitor
782	15.99	kd	CGS001-5937	RBMS1	RNA binding motif (RRM) containing
783	15.98	cp	BRD-K66792149	quinoclamine	Algicide
784	15.96	kd	CGS001-55765	C1ORF106	-
785	15.94	cp	BRD-A02180903	betamethasone	Glucocorticoid receptor agonist
786	15.91	cp	BRD-K14821540	FCCP	Mitochondrial oxidative phosphorylation uncoupler
787	15.86	kd	CGS001-9146	HGS	Zinc fingers, FYVE domain containing
788	15.83	cp	BRD-K68246049	TTNPB	Retinoid receptor agonist
789	15.71	kd	CGS001-9122	SLC16A4	SLC16 family of monocarboxylate transporters
790	15.69	oe	ccsbBroad304_00525	EZH1	Chromatin-modifying enzymes / K-methyltransferases
791	15.66	kd	CGS001-5422	POLA1	DNA polymerases
792	15.58	cp	BRD-K04833372	GSK-1904529A	IGF-1 inhibitor
793	15.55	cp	BRD-K42095107	daidzein	Estrogen receptor agonist
794	15.5	oe	ccsbBroad304_06694	SERPINA5	Serine (or cysteine) peptidase inhibitors
795	15.5	kd	CGS001-51131	PHF11	Zinc fingers, PHD-type
796	15.45	kd	CGS001-5096	PCCB	Carboxylases
797	15.44	cp	BRD-K29950728	clomifene	Estrogen receptor antagonist
798	15.39	kd	CGS001-344387	CDKL4	Cyclin-dependent kinases
799	15.35	oe	ccsbBroad304_06648	CNOT3	-
800	15.3	kd	CGS001-114904	C1QTNF6	-
801	15.25	kd	CGS001-5698	PSMB9	Proteasome (prosome, macropain) subunits
802	15.22	cp	BRD-K57546357	prunetin	Breast cancer resistance protein inhibitor
